event,date,fight,actual_winner,method,mma_guru_pick,mma_guru_correct,mma_joey_pick,mma_joey_correct
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Andrei Arlovski vs Tanner Boser,Andrei Arlovski,DEC,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Raoni Barcelos vs Khalid Taha,Raoni Barcelos,DEC,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Giga Chikadze vs Jamey Simmons,Giga Chikadze,KO/TKO,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Yan Xiaonan vs Claudia Gadelha,Yan Xiaonan,DEC,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Trevin Giles vs Bevon Lewis,Trevin Giles,KO/TKO,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Alexandr Romanov vs Marcos Rogerio de Lima,Alexandr Romanov,SUB,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Darren Elkins vs Eduardo Garagorri,Darren Elkins,SUB,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Max Griffin vs Ramiz Brahimaj,Max Griffin,KO/TKO,—,,—,
UFC Fight Night: Santos vs. Teixeira,2020-11-07,Gustavo Lopez vs Anthony Birchak,Gustavo Lopez,SUB,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Uriah Hall vs Anderson Silva,Uriah Hall,KO/TKO,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Bryce Mitchell vs Andre Fili,Bryce Mitchell,DEC,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Greg Hardy vs Maurice Greene,Greg Hardy,KO/TKO,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Kevin Holland vs Charlie Ontiveros,Kevin Holland,SUB,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Thiago Moises vs King Green,Thiago Moises,DEC,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Alexander Hernandez vs Chris Gruetzemacher,Alexander Hernandez,KO/TKO,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Adrian Yanez vs Victor Rodriguez,Adrian Yanez,KO/TKO,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Sean Strickland vs Jack Marshman,Sean Strickland,DEC,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Jason Witt vs Cole Williams,Jason Witt,SUB,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Dustin Jacoby vs Justin Ledet,Dustin Jacoby,KO/TKO,—,,—,
UFC Fight Night: Hall vs. Silva,2020-10-31,Miles Johns vs Kevin Natividad,Miles Johns,KO/TKO,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Khabib Nurmagomedov vs Justin Gaethje,Khabib Nurmagomedov,SUB,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Robert Whittaker vs Jared Cannonier,Robert Whittaker,DEC,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Alexander Volkov vs Walt Harris,Alexander Volkov,KO/TKO,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Phil Hawes vs Jacob Malkoun,Phil Hawes,KO/TKO,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Lauren Murphy vs Liliya Shakirova,Lauren Murphy,SUB,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Magomed Ankalaev vs Ion Cutelaba,Magomed Ankalaev,KO/TKO,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Tai Tuivasa vs Stefan Struve,Tai Tuivasa,KO/TKO,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Casey Kenney vs Nathaniel Wood,Casey Kenney,DEC,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Shavkat Rakhmonov vs Alex Oliveira,Shavkat Rakhmonov,SUB,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Da Woon Jung vs Sam Alvey,,DEC,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Miranda Maverick vs Liana Jojua,Miranda Maverick,KO/TKO,—,,—,
UFC 254: Khabib vs. Gaethje,2020-10-24,Joel Alvarez vs Alexander Yakovlev,Joel Alvarez,SUB,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Brian Ortega vs Chan Sung Jung,Brian Ortega,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Jessica Andrade vs Katlyn Cerminara,Jessica Andrade,KO/TKO,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Jimmy Crute vs Modestas Bukauskas,Jimmy Crute,KO/TKO,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,James Krause vs Claudio Silva,James Krause,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Jonathan Martinez vs Thomas Almeida,Jonathan Martinez,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Guram Kutateladze vs Mateusz Gamrot,Guram Kutateladze,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Gillian Robertson vs Poliana Botelho,Gillian Robertson,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,JunYong Park vs John Phillips,JunYong Park,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Fares Ziam vs Jamie Mullarkey,Fares Ziam,DEC,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Maxim Grishin vs Gadzhimurad Antigulov,Maxim Grishin,KO/TKO,—,,—,
UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Said Nurmagomedov vs Mark Striegl,Said Nurmagomedov,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Cory Sandhagen vs Marlon Moraes,Cory Sandhagen,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Edson Barboza vs Makwan Amirkhani,Edson Barboza,DEC,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Marcin Tybura vs Ben Rothwell,Marcin Tybura,DEC,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Dricus Du Plessis vs Markus Perez,Dricus Du Plessis,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Tom Aspinall vs Alan Baudot,Tom Aspinall,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Ilia Topuria vs Youssef Zalal,Ilia Topuria,DEC,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Tom Breese vs KB Bhullar,Tom Breese,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Chris Daukaus vs Rodrigo Nascimento,Chris Daukaus,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Joaquin Buckley vs Impa Kasanganay,Joaquin Buckley,KO/TKO,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Tony Kelley vs Ali AlQaisi,Tony Kelley,DEC,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Giga Chikadze vs Omar Morales,Giga Chikadze,DEC,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Tracy Cortez vs Stephanie Egger,Tracy Cortez,DEC,—,,—,
UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Tagir Ulanbekov vs Bruno Silva,Tagir Ulanbekov,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Holly Holm vs Irene Aldana,Holly Holm,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Carlos Felipe vs Yorgan De Castro,Carlos Felipe,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Germaine de Randamie vs Julianna Pena,Germaine de Randamie,SUB,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Kyler Phillips vs Cameron Else,Kyler Phillips,KO/TKO,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Dusko Todorovic vs Dequan Townsend,Dusko Todorovic,KO/TKO,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Carlos Condit vs Court McGee,Carlos Condit,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Charles Jourdain vs Josh Culibao,,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Nassourdine Imavov vs Jordan Williams,Nassourdine Imavov,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Loma Lookboonmee vs Jinh Yu Frey,Loma Lookboonmee,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Casey Kenney vs Alatengheili,Casey Kenney,DEC,—,,—,
UFC Fight Night: Holm vs. Aldana,2020-10-03,Luigi Vendramini vs Jessin Ayari,Luigi Vendramini,KO/TKO,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Israel Adesanya vs Paulo Costa,Israel Adesanya,KO/TKO,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Jan Blachowicz vs Dominick Reyes,Jan Blachowicz,KO/TKO,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Brandon Royval vs Kai Kara-France,Brandon Royval,SUB,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Ketlen Vieira vs Sijara Eubanks,Ketlen Vieira,DEC,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Hakeem Dawodu vs Zubaira Tukhugov,Hakeem Dawodu,DEC,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Brad Riddell vs Alex Da Silva,Brad Riddell,DEC,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Jake Matthews vs Diego Sanchez,Jake Matthews,DEC,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Ludovit Klein vs Shane Young,Ludovit Klein,KO/TKO,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,William Knight vs Aleksa Camur,William Knight,DEC,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Juan Espino vs Jeff Hughes,Juan Espino,SUB,—,,—,
UFC 253: Adesanya vs. Costa,2020-09-26,Danilo Marques vs Khadis Ibragimov,Danilo Marques,DEC,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Colby Covington vs Tyron Woodley,Colby Covington,KO/TKO,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Donald Cerrone vs Niko Price,,Overturned,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Khamzat Chimaev vs Gerald Meerschaert,Khamzat Chimaev,KO/TKO,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Johnny Walker vs Ryan Spann,Johnny Walker,KO/TKO,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Mackenzie Dern vs Randa Markos,Mackenzie Dern,SUB,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Kevin Holland vs Darren Stewart,Kevin Holland,DEC,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,David Dvorak vs Jordan Espinosa,David Dvorak,DEC,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Damon Jackson vs Mirsad Bektic,Damon Jackson,SUB,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Mayra Bueno Silva vs Mara Romero Borella,Mayra Bueno Silva,SUB,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Jessica-Rose Clark vs Sarah Alpar,Jessica-Rose Clark,KO/TKO,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Darrick Minner vs TJ Laramie,Darrick Minner,SUB,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Randy Costa vs Journey Newson,Randy Costa,KO/TKO,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Andre Ewell vs Irwin Rivera,Andre Ewell,DEC,—,,—,
UFC Fight Night: Covington vs. Woodley,2020-09-19,Tyson Nam vs Jerome Rivera,Tyson Nam,KO/TKO,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Michelle Waterson-Gomez vs Angela Hill,Michelle Waterson-Gomez,DEC,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Ottman Azaitar vs Khama Worthy,Ottman Azaitar,KO/TKO,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Roxanne Modafferi vs Andrea Lee,Roxanne Modafferi,DEC,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Ed Herman vs Mike Rodriguez,Ed Herman,SUB,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,King Green vs Alan Patrick,King Green,DEC,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Billy Quarantillo vs Kyle Nelson,Billy Quarantillo,KO/TKO,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Sijara Eubanks vs Julia Avila,Sijara Eubanks,DEC,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Roosevelt Roberts vs Kevin Croom,,Overturned,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Alexandr Romanov vs Roque Martinez,Alexandr Romanov,SUB,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Jalin Turner vs Brok Weaver,Jalin Turner,SUB,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Bryan Barberena vs Anthony Ivy,Bryan Barberena,DEC,—,,—,
UFC Fight Night: Waterson vs. Hill,2020-09-12,Sabina Mazo vs Justine Kish,Sabina Mazo,SUB,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Alistair Overeem vs Augusto Sakai,Alistair Overeem,KO/TKO,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Ovince Saint Preux vs Alonzo Menifield,Ovince Saint Preux,KO/TKO,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Michel Pereira vs Zelim Imadaev,Michel Pereira,SUB,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Andre Muniz vs Bartosz Fabinski,Andre Muniz,SUB,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Brian Kelleher vs Ray Rodriguez,Brian Kelleher,SUB,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Viviane Araujo vs Montana De La Rosa,Viviane Araujo,DEC,—,,—,
UFC Fight Night: Overeem vs. Sakai,2020-09-05,Hunter Azure vs Cole Smith,Hunter Azure,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Aleksandar Rakic vs Anthony Smith,Aleksandar Rakic,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Neil Magny vs Robbie Lawler,Neil Magny,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Alexa Grasso vs Ji Yeon Kim,Alexa Grasso,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Ricardo Lamas vs Bill Algeo,Ricardo Lamas,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Impa Kasanganay vs Maki Pitolo,Impa Kasanganay,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Zak Cummings vs Alessio Di Chirico,Zak Cummings,DEC,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Alex Caceres vs Austin Springer,Alex Caceres,SUB,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Sean Brady vs Christian Aguilera,Sean Brady,SUB,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Polyana Viana vs Emily Whitmire,Polyana Viana,SUB,—,,—,
UFC Fight Night: Smith vs. Rakic,2020-08-29,Mallory Martin vs Hannah Cifers,Mallory Martin,SUB,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Frankie Edgar vs Pedro Munhoz,Frankie Edgar,DEC,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Mike Rodriguez vs Marcin Prachnio,Mike Rodriguez,KO/TKO,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Joe Solecki vs Austin Hubbard,Joe Solecki,SUB,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Shana Dobson vs Mariya Agapova,Shana Dobson,KO/TKO,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Daniel Rodriguez vs Dwight Grant,Daniel Rodriguez,KO/TKO,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Amanda Lemos vs Mizuki,Amanda Lemos,DEC,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Jordan Wright vs Ike Villanueva,Jordan Wright,KO/TKO,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Matthew Semelsberger vs Carlton Minus,Matthew Semelsberger,DEC,—,,—,
UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Timur Valiev vs Trevin Jones,,Overturned,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Stipe Miocic vs Daniel Cormier,Stipe Miocic,DEC,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Marlon Vera vs Sean O'Malley,Marlon Vera,KO/TKO,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Jairzinho Rozenstruik vs Junior Dos Santos,Jairzinho Rozenstruik,KO/TKO,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Daniel Pineda vs Herbert Burns,Daniel Pineda,KO/TKO,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Merab Dvalishvili vs John Dodson,Merab Dvalishvili,DEC,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Vinc Pichel vs Jim Miller,Vinc Pichel,DEC,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Virna Jandiroba vs Felice Herrig,Virna Jandiroba,SUB,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Danny Chavez vs TJ Brown,Danny Chavez,DEC,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Livinha Souza vs Ashley Yoder,Livinha Souza,DEC,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Chris Daukaus vs Parker Porter,Chris Daukaus,KO/TKO,—,,—,
UFC 252: Miocic vs. Cormier 3,2020-08-15,Kai Kamaka III vs Tony Kelley,Kai Kamaka III,DEC,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Derrick Lewis vs Aleksei Oleinik,Derrick Lewis,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Chris Weidman vs Omari Akhmedov,Chris Weidman,DEC,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Darren Stewart vs Maki Pitolo,Darren Stewart,SUB,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Yana Santos vs Julija Stoliarenko,Yana Santos,DEC,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Beneil Dariush vs Scott Holtzman,Beneil Dariush,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Tim Means vs Laureano Staropoli,Tim Means,DEC,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Kevin Holland vs Joaquin Buckley,Kevin Holland,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Nasrat Haqparast vs Alexander Munoz,Nasrat Haqparast,DEC,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Andrew Sanchez vs Wellington Turman,Andrew Sanchez,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Gavin Tucker vs Justin Jaynes,Gavin Tucker,SUB,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Youssef Zalal vs Peter Barrett,Youssef Zalal,DEC,—,,—,
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Irwin Rivera vs Ali AlQaisi,Irwin Rivera,DEC,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Derek Brunson vs Edmen Shahbazyan,Derek Brunson,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Jennifer Maia vs Joanne Wood,Jennifer Maia,SUB,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Vicente Luque vs Randy Brown,Vicente Luque,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,King Green vs Lando Vannata,King Green,DEC,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Jonathan Martinez vs Frankie Saenz,Jonathan Martinez,KO/TKO,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Nate Maness vs Johnny Munoz,Nate Maness,DEC,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Jamall Emmers vs Vince Cachero,Jamall Emmers,DEC,—,,—,
UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Chris Gutierrez vs Cody Durden,,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Robert Whittaker vs Darren Till,Robert Whittaker,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Mauricio Rua vs Rogerio Nogueira,Mauricio Rua,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Fabricio Werdum vs Alexander Gustafsson,Fabricio Werdum,SUB,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Carla Esparza vs Marina Rodriguez,Carla Esparza,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Paul Craig vs Gadzhimurad Antigulov,Paul Craig,SUB,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Alex Oliveira vs Peter Sobotta,Alex Oliveira,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Khamzat Chimaev vs Rhys McKee,Khamzat Chimaev,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Francisco Trinaldo vs Jai Herbert,Francisco Trinaldo,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Nicolas Dalby vs Jesse Ronson,,Overturned,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Tom Aspinall vs Jake Collier,Tom Aspinall,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Movsar Evloev vs Mike Grundy,Movsar Evloev,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Tanner Boser vs Raphael Pessoa,Tanner Boser,KO/TKO,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Pannie Kianzad vs Bethe Correia,Pannie Kianzad,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Ramazan Emeev vs Niklas Stolze,Ramazan Emeev,DEC,—,,—,
UFC Fight Night: Whittaker vs. Till,2020-07-25,Nathaniel Wood vs John Castaneda,Nathaniel Wood,DEC,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Deiveson Figueiredo vs Joseph Benavidez,Deiveson Figueiredo,SUB,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Jack Hermansson vs Kelvin Gastelum,Jack Hermansson,SUB,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Rafael Fiziev vs Marc Diakiese,Rafael Fiziev,DEC,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Ariane da Silva vs Luana Carolina,Ariane da Silva,SUB,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Askar Askarov vs Alexandre Pantoja,Askar Askarov,DEC,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Roman Dolidze vs Khadis Ibragimov,Roman Dolidze,KO/TKO,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Grant Dawson vs Nad Narimani,Grant Dawson,DEC,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Joel Alvarez vs Joe Duffy,Joel Alvarez,SUB,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Brett Johns vs Montel Jackson,Brett Johns,DEC,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Amir Albazi vs Malcolm Gordon,Amir Albazi,SUB,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Arman Tsarukyan vs Davi Ramos,Arman Tsarukyan,DEC,—,,—,
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Serghei Spivac vs Carlos Felipe,Serghei Spivac,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Calvin Kattar vs Dan Ige,Calvin Kattar,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Tim Elliott vs Ryan Benoit,Tim Elliott,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Jimmie Rivera vs Cody Stamann,Jimmie Rivera,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Taila Santos vs Molly McCann,Taila Santos,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Mounir Lazzez vs Abdul Razak Alhassan,Mounir Lazzez,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Khamzat Chimaev vs John Phillips,Khamzat Chimaev,SUB,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Lerone Murphy vs Ricardo Ramos,Lerone Murphy,KO/TKO,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Modestas Bukauskas vs Andreas Michailidis,Modestas Bukauskas,KO/TKO,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Jared Gordon vs Chris Fishgold,Jared Gordon,DEC,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Liana Jojua vs Diana Belbita,Liana Jojua,SUB,—,,—,
UFC Fight Night: Kattar vs. Ige,2020-07-15,Jack Shore vs Aaron Phillips,Jack Shore,SUB,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Kamaru Usman vs Jorge Masvidal,Kamaru Usman,DEC,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Alexander Volkanovski vs Max Holloway,Alexander Volkanovski,DEC,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Petr Yan vs Jose Aldo,Petr Yan,KO/TKO,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Rose Namajunas vs Jessica Andrade,Rose Namajunas,DEC,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Amanda Ribas vs Paige VanZant,Amanda Ribas,SUB,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Jiri Prochazka vs Volkan Oezdemir,Jiri Prochazka,KO/TKO,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Muslim Salikhov vs Elizeu Zaleski dos Santos,Muslim Salikhov,DEC,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Makwan Amirkhani vs Danny Henry,Makwan Amirkhani,SUB,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Leonardo Santos vs Roman Bogatov,Leonardo Santos,DEC,—,,—,
UFC 251: Usman vs. Masvidal,2020-07-11,Marcin Tybura vs Maxim Grishin,Marcin Tybura,DEC,—,,—,
